archive_date,adult_child,speciality,wait_0_6m,wait_6_12m,wait_12_18m,wait_18m_plus,total_waiting,Year,Month,pct_over_12m
31/08/2023,Child,Paediatric Surgery,2230,1298,582,22,4132,2023,8,14.61761859
31/08/2023,Child,Paed Cardiology,2200,1380,663,336,4579,2023,8,21.81699061
31/08/2023,Child,Paediatric Respiratory Medicine,711,357,262,347,1677,2023,8,36.31484794
31/08/2023,Child,Paediatric Neurology,698,341,17,2,1058,2023,8,1.79584121
31/08/2023,Child,Paediatric ENT,3188,1996,730,1209,7123,2023,8,27.22167626
31/08/2023,Child,Paediatric Dermatology,2997,1434,938,1233,6602,2023,8,32.88397455
31/08/2023,Child,Paed Orthopaedic,1817,1015,616,573,4021,2023,8,29.56975877
31/08/2023,Child,Paed Nephrology,300,148,31,2,481,2023,8,6.860706861
31/08/2023,Child,Paed Metabolic Medicine,54,2,4,0,59,2023,8,6.779661017
31/08/2023,Child,Paed Haematology,255,33,2,0,290,2023,8,0.689655172
31/08/2023,Child,Paed Gastro-Enterol,612,187,65,79,943,2023,8,15.27041357
31/08/2023,Child,Paediatric Neurosurgery,31,2,0,0,32,2023,8,0
31/08/2023,Child,Small Volume Specialities,79,18,13,2,111,2023,8,13.51351351
31/08/2023,Adult,Rheumatology,8467,2699,1383,2081,14630,2023,8,23.67737526
31/08/2023,Adult,Radiotherapy,50,0,0,0,50,2023,8,0
31/08/2023,Adult,Haematology,5448,1877,996,781,9102,2023,8,19.52318172
31/08/2023,Adult,Gynaecology,22204,4892,1384,968,29448,2023,8,7.986960065
31/08/2023,Adult,Geriatric Medicine,3343,457,104,94,3998,2023,8,4.952476238
31/08/2023,Adult,General Surgery,26525,5805,2130,1364,35824,2023,8,9.753238053
31/08/2023,Adult,General Medicine,10193,4270,2395,2250,19108,2023,8,24.30918987
31/08/2023,Adult,Gastro-Intestinal Surgery,137,82,24,12,255,2023,8,14.11764706
31/08/2023,Adult,Endocrinology,8233,4110,3068,4601,20012,2023,8,38.3220068
31/08/2023,Adult,Diabetes Mellitus,1248,410,143,87,1888,2023,8,12.18220339
31/08/2023,Adult,Dermatology,27056,9247,4336,5814,46453,2023,8,21.85004198
31/08/2023,Adult,Clinical Neurophysiology,625,401,414,289,1729,2023,8,40.65934066
31/08/2023,Adult,Clinical Immunology,1281,661,454,17,2413,2023,8,19.51927062
31/08/2023,Adult,Clinical (Medical) Genetics,878,741,704,733,3056,2023,8,47.02225131
31/08/2023,Adult,Chemical Pathology,39,7,0,0,46,2023,8,0
31/08/2023,Adult,Cardiology,22051,8967,3868,1712,36598,2023,8,15.24673479
31/08/2023,Adult,Cardio-Thoracic Surgery,345,41,26,24,436,2023,8,11.46788991
31/08/2023,Adult,Breast Surgery,2110,10,0,0,2120,2023,8,0
31/08/2023,Adult,Respiratory Medicine,11828,5221,2036,2615,21700,2023,8,21.43317972
31/08/2023,Adult,Hepato-Biliary Surgery,92,18,2,0,112,2023,8,1.785714286
31/08/2023,Adult,Infectious Diseases,877,489,2,2,1370,2023,8,0.291970803
31/08/2023,Adult,Gastro-Enterology,11192,3779,1168,602,16741,2023,8,10.57284511
31/08/2023,Adult,Metabolic Medicine,114,20,4,2,141,2023,8,4.255319149
31/08/2023,Adult,Maxillo-Facial,1710,651,466,1093,3920,2023,8,39.77040816
31/08/2023,Adult,Psychiatry,428,22,8,0,458,2023,8,1.746724891
31/08/2023,Adult,Plastic Surgery,8562,2989,1472,3590,16613,2023,8,30.47011377
31/08/2023,Adult,Pathology,53,38,40,62,193,2023,8,52.84974093
31/08/2023,Adult,Palliative Medicine,26,7,0,0,33,2023,8,0
31/08/2023,Adult,Pain Relief,5930,3550,1932,3633,15045,2023,8,36.9890329
31/08/2023,Adult,Paediatrics,103,73,41,9,226,2023,8,22.12389381
31/08/2023,Adult,Paediatric Neurology,11,9,2,0,23,2023,8,8.695652174
31/08/2023,Adult,Paediatric ENT,11,13,2,0,27,2023,8,7.407407407
31/08/2023,Adult,Radiology,61,2,0,2,66,2023,8,3.03030303
31/08/2023,Adult,Otolaryngology (ENT),19614,9091,3869,5705,38279,2023,8,25.01110269
31/08/2023,Adult,Paediatric Dermatology,17,29,2,0,48,2023,8,4.166666667
31/08/2023,Adult,Nephrology,2774,591,248,293,3906,2023,8,13.85048643
31/08/2023,Adult,Neurology,10546,4842,2489,5125,23002,2023,8,33.10146944
31/08/2023,Adult,Neurosurgery,3939,2177,1256,2701,10073,2023,8,39.2832324
31/08/2023,Adult,Microbiology,28,0,0,2,30,2023,8,6.666666667
31/08/2023,Adult,Ophthalmology,16502,6972,3562,6013,33049,2023,8,28.97213229
31/08/2023,Adult,Orthopaedics,34290,17109,7960,6231,65590,2023,8,21.63592011
31/08/2023,Adult,Oncology,577,11,0,0,588,2023,8,0
28/09/2023,Child,Gynaecology,485,161,53,12,711,2023,9,9.142053446
28/09/2023,Child,Ophthalmology,1965,790,410,628,3793,2023,9,27.3662009
28/09/2023,Child,Neurology,22,7,4,2,34,2023,9,17.64705882
28/09/2023,Child,Maxillo-Facial,184,99,50,80,413,2023,9,31.47699758
28/09/2023,Child,Immunology,232,65,19,2,318,2023,9,6.603773585
28/09/2023,Child,Orthopaedics,1492,666,345,454,2957,2023,9,27.02062902
28/09/2023,Child,Haematology,91,17,4,0,112,2023,9,3.571428571
28/09/2023,Child,General Surgery,857,375,149,158,1539,2023,9,19.94801819
28/09/2023,Child,Dental Surgery,213,87,52,16,368,2023,9,18.47826087
28/09/2023,Child,Gastro-Enterology,18,9,0,0,27,2023,9,0
28/09/2023,Child,Developmental Paediatrics,379,235,211,255,1080,2023,9,43.14814815
28/09/2023,Child,Dermatology,1580,562,351,718,3211,2023,9,33.29180941
28/09/2023,Child,Clinical Immunology,364,217,95,175,851,2023,9,31.72737955
28/09/2023,Child,Clinical (Medical) Genetics,397,340,242,14,993,2023,9,25.78046324
28/09/2023,Child,Cardiology,42,17,7,14,80,2023,9,26.25
28/09/2023,Child,Cardio-Thoracic Surgery,40,2,2,0,43,2023,9,4.651162791
28/09/2023,Child,Otolaryngology (ENT),4932,2728,672,438,8770,2023,9,12.65678449
28/09/2023,Child,General Medicine,18,4,0,2,23,2023,9,8.695652174
28/09/2023,Child,Paed Cardiology,2217,1397,616,259,4489,2023,9,19.49209178
28/09/2023,Adult,Vascular Surgery,8776,2528,1968,970,14242,2023,9,20.62912512
28/09/2023,Child,Paed Gastro-Enterol,552,196,77,81,906,2023,9,17.4392936
28/09/2023,Child,Urology,1026,492,172,326,2016,2023,9,24.70238095
28/09/2023,Child,Small Volume Specialities,63,15,20,4,101,2023,9,23.76237624
28/09/2023,Child,Rheumatology,305,163,142,568,1178,2023,9,60.27164686
28/09/2023,Child,Plastic Surgery,796,257,148,257,1458,2023,9,27.77777778
28/09/2023,Child,Pain Relief,28,4,2,2,35,2023,9,11.42857143
28/09/2023,Child,Paediatrics,12833,5721,1802,588,20944,2023,9,11.41138273
28/09/2023,Child,Paediatric Urology,559,297,150,50,1056,2023,9,18.93939394
28/09/2023,Child,Paediatric Surgery,2157,1281,599,26,4063,2023,9,15.38272213
28/09/2023,Child,Paed Endocrinology,514,138,29,21,702,2023,9,7.122507123
28/09/2023,Child,Paediatric Respiratory Medicine,654,402,239,322,1617,2023,9,34.69387755
28/09/2023,Child,Paediatric Neurology,695,355,23,2,1075,2023,9,2.325581395
28/09/2023,Child,Paediatric Infectious Diseases,41,4,2,0,46,2023,9,4.347826087
28/09/2023,Child,Paediatric ENT,2969,1956,784,1233,6942,2023,9,29.05502737
28/09/2023,Child,Paediatric Dermatology,2879,1468,889,1208,6444,2023,9,32.54189944
28/09/2023,Child,Paed Orthopaedic,1846,1023,683,603,4155,2023,9,30.95066185
28/09/2023,Child,Paed Nephrology,315,150,39,5,509,2023,9,8.644400786
28/09/2023,Child,Paed Metabolic Medicine,43,4,4,0,50,2023,9,8
28/09/2023,Child,Paed Haematology,241,40,2,0,283,2023,9,0.706713781
28/09/2023,Child,Paediatric Neurosurgery,33,2,0,0,34,2023,9,0
28/09/2023,Adult,Urology,12672,5101,1763,3274,22810,2023,9,22.08241999
28/09/2023,Adult,Psychiatry,394,26,8,2,430,2023,9,2.325581395
28/09/2023,Adult,Rheumatology,8391,2781,1430,1825,14427,2023,9,22.56186317
28/09/2023,Adult,Hepato-Biliary Surgery,84,12,0,0,96,2023,9,0
28/09/2023,Adult,Haematology,5410,1860,954,710,8934,2023,9,18.62547571
28/09/2023,Adult,Gynaecology,22111,4920,1291,869,29191,2023,9,7.399540954
28/09/2023,Adult,Geriatric Medicine,3302,434,125,90,3951,2023,9,5.441660339
28/09/2023,Adult,General Surgery,26085,5634,1842,1169,34730,2023,9,8.669737979
28/09/2023,Adult,General Medicine,9746,4170,2206,2197,18319,2023,9,24.03515476
28/09/2023,Adult,Gastro-Intestinal Surgery,112,110,21,17,260,2023,9,14.61538462
28/09/2023,Adult,Gastro-Enterology,11126,3921,1199,498,16744,2023,9,10.13497372
28/09/2023,Adult,Endocrinology,8120,4181,3005,4517,19823,2023,9,37.94582051
28/09/2023,Adult,Diabetes Mellitus,1265,424,102,65,1856,2023,9,8.997844828
28/09/2023,Adult,Dermatology,27815,9563,4386,5728,47492,2023,9,21.29621831
28/09/2023,Adult,Clinical Neurophysiology,650,411,386,287,1734,2023,9,38.81199539
28/09/2023,Adult,Clinical Immunology,1298,657,464,26,2445,2023,9,20.0408998
28/09/2023,Adult,Clinical (Medical) Genetics,849,749,688,774,3060,2023,9,47.77777778
28/09/2023,Adult,Chemical Pathology,33,12,0,0,45,2023,9,0
28/09/2023,Adult,Cardiology,22377,9302,3705,1836,37220,2023,9,14.88715744
28/09/2023,Adult,Cardio-Thoracic Surgery,310,39,26,25,400,2023,9,12.75
28/09/2023,Adult,Infectious Diseases,866,484,27,2,1379,2023,9,2.102973169
28/09/2023,Adult,Maxillo-Facial,1850,649,464,1156,4119,2023,9,39.32993445
28/09/2023,Adult,Breast Surgery,2114,11,0,0,2125,2023,9,0
28/09/2023,Adult,Microbiology,24,2,0,2,28,2023,9,7.142857143
28/09/2023,Adult,Metabolic Medicine,108,14,8,2,132,2023,9,7.575757576
28/09/2023,Adult,Respiratory Medicine,11897,5288,1947,2666,21798,2023,9,21.16249197
28/09/2023,Adult,Rehabilitation Medicine,24,0,0,0,24,2023,9,0
28/09/2023,Adult,Radiotherapy,49,0,0,0,49,2023,9,0
28/09/2023,Adult,Small Volume Specialities,94,30,8,8,140,2023,9,11.42857143
28/09/2023,Adult,Plastic Surgery,8312,2815,1381,3577,16085,2023,9,30.82374883
28/09/2023,Adult,Palliative Medicine,27,9,0,0,36,2023,9,0
28/09/2023,Adult,Pain Relief,5990,3580,2066,3437,15073,2023,9,36.50898958
28/09/2023,Adult,Paediatrics,114,68,38,8,228,2023,9,20.1754386
28/09/2023,Adult,Pathology,56,32,43,59,190,2023,9,53.68421053
28/09/2023,Adult,Paediatric Dermatology,16,20,4,0,40,2023,9,10
28/09/2023,Adult,Otolaryngology (ENT),19698,8952,3511,5436,37597,2023,9,23.79711147
28/09/2023,Adult,Nephrology,2626,665,238,287,3816,2023,9,13.75786164
28/09/2023,Adult,Orthopaedics,34713,17215,7772,6016,65716,2023,9,20.98119179
28/09/2023,Adult,Ophthalmology,16557,7318,3743,5907,33525,2023,9,28.78448919
28/09/2023,Adult,Oncology,522,9,0,0,531,2023,9,0
28/09/2023,Adult,Neurosurgery,3899,2115,1258,2770,10042,2023,9,40.11153157
28/09/2023,Adult,Neurology,10450,4870,2430,5000,22750,2023,9,32.65934066
28/09/2023,Adult,Paediatric Neurology,7,14,2,0,23,2023,9,8.695652174
26/10/2023,Child,Haematology,80,22,2,2,105,2023,10,3.80952381
26/10/2023,Child,Immunology,217,65,24,2,307,2023,10,8.469055375
26/10/2023,Child,Orthopaedics,1515,688,329,452,2984,2023,10,26.17292225
26/10/2023,Child,Neurology,35,3,2,2,41,2023,10,9.756097561
26/10/2023,Child,Ophthalmology,2067,778,361,586,3792,2023,10,24.97362869
26/10/2023,Child,Gynaecology,500,154,49,16,719,2023,10,9.040333797
26/10/2023,Child,Maxillo-Facial,190,95,51,83,419,2023,10,31.98090692
26/10/2023,Child,General Surgery,895,336,145,144,1520,2023,10,19.01315789
26/10/2023,Child,Cardio-Thoracic Surgery,50,2,0,2,53,2023,10,3.773584906
26/10/2023,Child,Gastro-Enterology,18,8,2,0,27,2023,10,7.407407407
26/10/2023,Child,Developmental Paediatrics,398,203,218,272,1091,2023,10,44.91292392
26/10/2023,Child,Dermatology,1583,598,337,715,3233,2023,10,32.53943706
26/10/2023,Child,Dental Surgery,206,80,57,19,362,2023,10,20.99447514
26/10/2023,Child,Clinical Immunology,349,214,104,167,834,2023,10,32.4940048
26/10/2023,Child,Clinical (Medical) Genetics,318,351,190,6,865,2023,10,22.65895954
26/10/2023,Child,Cardiology,43,27,3,15,88,2023,10,20.45454545
26/10/2023,Child,Otolaryngology (ENT),4631,2686,591,433,8341,2023,10,12.27670543
26/10/2023,Child,General Medicine,14,7,2,2,24,2023,10,16.66666667
26/10/2023,Child,Paed Cardiology,2323,1357,621,131,4432,2023,10,16.96750903
26/10/2023,Child,Paediatric Neurology,700,349,28,2,1078,2023,10,2.782931354
26/10/2023,Child,Paed Gastro-Enterol,563,200,69,81,913,2023,10,16.42935378
26/10/2023,Adult,Vascular Surgery,8661,2511,1876,849,13897,2023,10,19.60854861
26/10/2023,Child,Urology,989,462,157,321,1929,2023,10,24.77967859
26/10/2023,Child,Small Volume Specialities,75,15,12,3,105,2023,10,14.28571429
26/10/2023,Child,Rheumatology,277,165,130,569,1141,2023,10,61.26205083
26/10/2023,Child,Plastic Surgery,832,250,140,245,1467,2023,10,26.24403545
26/10/2023,Child,Pain Relief,25,2,2,2,30,2023,10,13.33333333
26/10/2023,Child,Paediatrics,12279,5389,1799,557,20024,2023,10,11.76588094
26/10/2023,Child,Paediatric Urology,528,322,149,62,1061,2023,10,19.88689915
26/10/2023,Child,Paed Endocrinology,503,138,34,18,693,2023,10,7.503607504
26/10/2023,Child,Paediatric Surgery,2080,1112,620,45,3857,2023,10,17.24137931
26/10/2023,Child,Paediatric Neurosurgery,59,2,0,0,60,2023,10,0
26/10/2023,Child,Paediatric Infectious Diseases,36,2,3,0,41,2023,10,7.317073171
26/10/2023,Child,Paediatric ENT,2840,1888,780,1180,6688,2023,10,29.3062201
26/10/2023,Child,Paediatric Dermatology,2898,1532,842,1159,6431,2023,10,31.11491214
26/10/2023,Child,Paed Orthopaedic,1912,982,724,609,4227,2023,10,31.53536787
26/10/2023,Child,Paed Nephrology,317,154,34,2,507,2023,10,7.100591716
26/10/2023,Child,Paed Metabolic Medicine,30,3,2,2,36,2023,10,11.11111111
26/10/2023,Child,Paed Haematology,221,42,2,0,265,2023,10,0.754716981
26/10/2023,Child,Paediatric Respiratory Medicine,671,384,212,298,1565,2023,10,32.58785942
26/10/2023,Adult,Urology,12940,4992,1591,3040,22563,2023,10,20.52475291
26/10/2023,Adult,Rheumatology,7758,2868,1374,1508,13508,2023,10,21.33550489
26/10/2023,Adult,Breast Surgery,2370,7,0,0,2377,2023,10,0
26/10/2023,Adult,Hepato-Biliary Surgery,74,4,0,0,78,2023,10,0
26/10/2023,Adult,Haematology,5608,1881,932,633,9054,2023,10,17.28517782
26/10/2023,Adult,Gynaecology,22159,4794,1202,852,29007,2023,10,7.081049402
26/10/2023,Adult,Geriatric Medicine,3400,468,116,81,4065,2023,10,4.846248462
26/10/2023,Adult,General Surgery,25642,5310,1658,1091,33701,2023,10,8.157027981
26/10/2023,Adult,General Medicine,9440,3937,1998,2056,17431,2023,10,23.25741495
26/10/2023,Adult,Gastro-Enterology,11021,3861,1143,422,16447,2023,10,9.515413145
26/10/2023,Adult,Endocrinology,8208,4224,2920,4369,19721,2023,10,36.96060038
26/10/2023,Adult,Diabetes Mellitus,1287,433,91,41,1852,2023,10,7.127429806
26/10/2023,Adult,Dermatology,28471,10006,4460,5891,48828,2023,10,21.19890227
26/10/2023,Adult,Clinical Neurophysiology,659,420,380,271,1730,2023,10,37.6300578
26/10/2023,Adult,Clinical Immunology,1408,660,424,45,2537,2023,10,18.48640126
26/10/2023,Adult,Clinical (Medical) Genetics,809,724,693,819,3045,2023,10,49.65517241
26/10/2023,Adult,Chemical Pathology,48,11,2,0,61,2023,10,3.278688525
26/10/2023,Adult,Cardiology,22329,9170,3552,1548,36599,2023,10,13.93480696
26/10/2023,Adult,Cardio-Thoracic Surgery,303,42,23,25,393,2023,10,12.21374046
26/10/2023,Adult,Small Volume Specialities,74,41,12,6,133,2023,10,13.53383459
26/10/2023,Adult,Infectious Diseases,827,479,60,2,1368,2023,10,4.532163743
26/10/2023,Adult,Maxillo-Facial,1855,611,435,1119,4020,2023,10,38.65671642
26/10/2023,Adult,Gastro-Intestinal Surgery,128,93,25,22,268,2023,10,17.53731343
26/10/2023,Adult,Microbiology,36,2,0,0,38,2023,10,0
26/10/2023,Adult,Metabolic Medicine,114,9,9,2,134,2023,10,8.208955224
26/10/2023,Adult,Rehabilitation Medicine,24,2,0,0,26,2023,10,0
26/10/2023,Adult,Radiotherapy,57,0,0,0,57,2023,10,0
26/10/2023,Adult,Psychiatry,361,21,11,2,395,2023,10,3.291139241
26/10/2023,Adult,Plastic Surgery,8398,2723,1205,3408,15734,2023,10,29.31867294
26/10/2023,Adult,Pathology,56,32,48,47,183,2023,10,51.91256831
26/10/2023,Adult,Palliative Medicine,24,11,0,0,35,2023,10,0
26/10/2023,Adult,Pain Relief,6100,3492,2135,3080,14807,2023,10,35.21982846
26/10/2023,Adult,Paediatrics,132,74,32,6,244,2023,10,15.57377049
26/10/2023,Adult,Respiratory Medicine,11547,5331,1871,2533,21282,2023,10,20.69354384
26/10/2023,Adult,Otolaryngology (ENT),19454,8598,3199,5187,36438,2023,10,23.01443548
26/10/2023,Adult,Paediatric Dermatology,13,18,4,0,35,2023,10,11.42857143
26/10/2023,Adult,Neurology,10215,4568,2324,4858,21965,2023,10,32.69747325
26/10/2023,Adult,Neurosurgery,3925,1858,1243,2820,9846,2023,10,41.26548852
26/10/2023,Adult,Oncology,569,14,0,0,583,2023,10,0
26/10/2023,Adult,Nephrology,2585,648,221,246,3700,2023,10,12.62162162
26/10/2023,Adult,Orthopaedics,35885,16556,7292,5886,65619,2023,10,20.08259803
26/10/2023,Adult,Other,16,7,0,2,25,2023,10,8
26/10/2023,Adult,Ophthalmology,16772,7468,3781,5606,33627,2023,10,27.91506825
30/11/2023,Child,Immunology,208,61,29,20,318,2023,11,15.40880503
30/11/2023,Child,Otolaryngology (ENT),4364,2784,524,441,8113,2023,11,11.89449032
30/11/2023,Child,Orthopaedics,1518,741,323,451,3033,2023,11,25.51928783
30/11/2023,Child,Ophthalmology,2072,803,288,515,3678,2023,11,21.83251767
30/11/2023,Child,Neurology,36,7,4,2,49,2023,11,12.24489796
30/11/2023,Child,Paed Cardiology,2343,1481,660,35,4519,2023,11,15.37950874
30/11/2023,Child,Maxillo-Facial,211,86,53,85,435,2023,11,31.72413793
30/11/2023,Child,Haematology,80,18,2,2,102,2023,11,3.921568627
30/11/2023,Child,Dermatology,1661,638,303,682,3284,2023,11,29.99390987
30/11/2023,Child,General Surgery,895,340,139,128,1502,2023,11,17.77629827
30/11/2023,Child,Gastro-Enterology,23,7,2,0,32,2023,11,6.25
30/11/2023,Child,Developmental Paediatrics,379,201,197,254,1031,2023,11,43.74393792
30/11/2023,Child,Dental Surgery,205,81,59,17,362,2023,11,20.99447514
30/11/2023,Child,Clinical Immunology,318,214,111,140,783,2023,11,32.05619413
30/11/2023,Child,Clinical (Medical) Genetics,239,350,162,8,759,2023,11,22.39789196
30/11/2023,Child,Cardiology,42,30,4,16,92,2023,11,21.73913043
30/11/2023,Child,Paed Endocrinology,511,125,40,9,685,2023,11,7.153284672
30/11/2023,Child,Gynaecology,531,158,56,13,758,2023,11,9.102902375
30/11/2023,Child,Paed Gastro-Enterol,493,232,70,86,881,2023,11,17.70715096
30/11/2023,Child,Cardio-Thoracic Surgery,56,4,0,0,60,2023,11,0
30/11/2023,Child,Paed Metabolic Medicine,30,4,4,0,38,2023,11,10.52631579
30/11/2023,Child,Vascular Surgery,19,0,4,0,23,2023,11,17.39130435
30/11/2023,Child,Urology,969,471,167,314,1921,2023,11,25.03904217
30/11/2023,Child,Small Volume Specialities,67,15,10,6,98,2023,11,16.32653061
30/11/2023,Child,Rheumatology,243,190,119,559,1111,2023,11,61.02610261
30/11/2023,Child,Plastic Surgery,796,255,124,219,1394,2023,11,24.60545194
30/11/2023,Child,Pain Relief,25,2,0,2,29,2023,11,6.896551724
30/11/2023,Child,Paediatrics,12419,5141,1580,586,19726,2023,11,10.98043192
30/11/2023,Child,Paediatric Urology,535,334,139,76,1084,2023,11,19.83394834
30/11/2023,Child,Paediatric Surgery,1981,1002,538,75,3596,2023,11,17.04671858
30/11/2023,Child,Paediatric Respiratory Medicine,658,403,187,224,1472,2023,11,27.92119565
30/11/2023,Child,Paediatric Neurosurgery,53,4,0,2,59,2023,11,3.389830508
30/11/2023,Child,Paediatric Neurology,707,326,55,2,1090,2023,11,5.229357798
30/11/2023,Child,Paediatric Infectious Diseases,53,2,4,0,59,2023,11,6.779661017
30/11/2023,Child,Paediatric ENT,2618,1927,678,1106,6329,2023,11,28.18770738
30/11/2023,Child,Paediatric Dermatology,2752,1640,644,1074,6110,2023,11,28.11783961
30/11/2023,Child,Paed Orthopaedic,1872,1003,713,604,4192,2023,11,31.41698473
30/11/2023,Child,Paed Nephrology,303,168,42,8,521,2023,11,9.596928983
30/11/2023,Child,Paed Haematology,241,31,2,0,274,2023,11,0.729927007
30/11/2023,Adult,Vascular Surgery,8685,2560,1728,782,13755,2023,11,18.24790985
30/11/2023,Adult,Small Volume Specialities,106,32,17,6,160,2023,11,14.375
30/11/2023,Adult,Gastro-Enterology,11042,3717,938,344,16041,2023,11,7.992020448
30/11/2023,Adult,Hepato-Biliary Surgery,73,14,2,0,89,2023,11,2.247191011
30/11/2023,Adult,Haematology,5584,1838,855,558,8835,2023,11,15.99320883
30/11/2023,Adult,Geriatric Medicine,3481,484,114,67,4146,2023,11,4.365653642
30/11/2023,Adult,General Surgery,25044,5245,1407,900,32596,2023,11,7.077555528
30/11/2023,Adult,General Medicine,9056,3826,1651,1346,15879,2023,11,18.87398451
30/11/2023,Adult,Gastro-Intestinal Surgery,139,83,34,17,273,2023,11,18.68131868
30/11/2023,Adult,Endocrinology,8472,4203,2379,4564,19618,2023,11,35.39096748
30/11/2023,Adult,Diabetes Mellitus,1347,435,83,33,1898,2023,11,6.111696523
30/11/2023,Adult,Dermatology,28443,10478,4054,5503,48478,2023,11,19.71409712
30/11/2023,Adult,Clinical Neurophysiology,695,410,321,261,1687,2023,11,34.49911085
30/11/2023,Adult,Clinical Immunology,1423,661,416,81,2581,2023,11,19.25610229
